Code;Libellé;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2021;Part des employés dans le nb d’emplois au LT 2021;Part des ouvriers dans le nb d’emplois au LT 2021;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2021
49167;Les Garennes sur Loire;10.2;21.3;25.2;14.8
49170;Juvardeil;5;5.1;29.2;20.2
49171;La Lande-Chasles;0;0;100;0
49174;Huillé-Lézigné;9.4;8;43.3;1.7
49176;Le Lion-d'Angers;10.2;24.1;31.5;6.2
49178;Loiré;0;10.2;32.4;16.1
49180;Longué-Jumelles;10.4;21;40.4;7.5
49182;Louresse-Rochemenier;5.4;10.7;52.2;4.1
49183;Val d'Erdre-Auxence;9.7;26.6;21.8;9
49188;Marcé;2.8;42.1;28.9;2.8
49192;Maulévrier;10.3;17.6;49.2;6.5
49193;Le May-sur-Èvre;15.6;18.9;35.5;2.8
49194;Mazé-Milon;6.6;37.2;23.1;9.6
49195;Mazières-en-Mauges;17;10.5;37.2;6.3
49200;Longuenée-en-Anjou;7.4;18.6;45.7;7.1
49201;La Ménitré;20.1;13.4;25.2;4.5
49205;Miré;2;38.1;16.1;8.2
49209;Montigné-lès-Rairies;0;16.9;20.9;30.6
49211;Montilliers;8.3;11.9;40.6;4
49214;Montreuil-Juigné;12.3;29.6;26.7;5.7
49215;Montreuil-Bellay;10.2;19.7;43.1;6.1
49216;Montreuil-sur-Loir;31.2;16.6;11.8;11.4
49217;Montreuil-sur-Maine;0;24.1;54.2;7.9
49218;Montrevault-sur-Èvre;11.4;21.1;32.9;7.5
49219;Montsoreau;21.9;17.2;19;25.3
49220;Morannes sur Sarthe-Daumeray;4.6;16.4;47.3;5.1
49221;Mouliherne;14.9;4.4;29.1;25.7
49222;Mozé-sur-Louet;6.8;13.7;47.5;4.4
49223;Mûrs-Erigné;11.4;43;16.5;4.5
49224;Neuillé;13.1;9.2;55.8;6.4
49228;Noyant-Villages;8.5;18.7;38.1;10.7
49231;Nuaillé;11.1;12.2;41.9;6.8
49235;Parnay;10.7;16.4;45.7;8
49236;Passavant-sur-Layon;0;12.4;12;11.9
49237;La Pellerine;0;12.3;25.6;24.5
49240;La Plaine;5.3;18.6;31.6;3.9
49241;Le Plessis-Grammoire;13.4;17.1;35.6;12
49244;Mauges-sur-Loire;8.2;22.3;38.4;7.1
49246;Les Ponts-de-Cé;14.9;26.8;19.9;7.1
49247;La Possonnière;12.6;26.1;26.8;6.3
49248;Ombrée d'Anjou;9;25.4;33.3;5.1
49253;Le Puy-Notre-Dame;2.2;15.1;38.2;3.6
49257;Les Rairies;7.5;19.7;41;5.9
49259;Rochefort-sur-Loire;8.4;24.2;26.6;12.9
49260;La Romagne;6.8;14.4;43.3;8.4
49261;Gennes-Val-de-Loire;8.3;25.4;26.9;14.1
49262;Rou-Marson;0;45.2;20.2;9.3
49266;Saint-Augustin-des-Bois;2;24.4;28.6;9.9
49267;Saint-Barthélemy-d'Anjou;12.8;21;33.8;3.9
49269;Saint-Christophe-du-Bois;3.6;14.5;47.8;10.7
49271;Saint-Clément-de-la-Place;4.5;19.8;38;10.5
49272;Saint-Clément-des-Levées;3.1;12.3;39;17.7
49278;Sainte-Gemmes-sur-Loire;13.7;22.9;24.5;5.1
49283;Saint-Georges-sur-Loire;8.4;37.6;23.5;6
49284;Saint-Germain-des-Prés;7.8;9.9;39.8;16.8
49288;Saint-Jean-de-la-Croix;0;0;0;32.3
49291;Saint-Just-sur-Dive;0;21.8;53.4;0
49292;Val-du-Layon;4.3;27.6;35.3;7
49294;Saint-Lambert-la-Potherie;6.1;21.2;38.6;8.1
49298;Saint-Léger-de-Linières;10.2;21.2;37.4;6.7
49299;Saint-Léger-sous-Cholet;5.3;23.1;34.9;4.3
49301;Sèvremoine;8.5;23.8;31.4;8.1
49302;Saint-Macaire-du-Bois;6;9.5;35.8;14.8
49306;Saint-Martin-du-Fouilloux;11.2;17.6;34.5;15.4
49307;Loire-Authion;11.8;24.7;26.3;10
49308;Saint-Melaine-sur-Aubance;8.7;27.9;20.8;13
49310;Saint-Paul-du-Bois;0;29.1;24.4;4.8
49311;Saint-Philbert-du-Peuple;0;12.5;41.3;8.2
49323;Verrières-en-Anjou;12.3;22.7;34;3.9
49326;Sarrigné;0;57.4;4.9;0
49328;Saumur;13.6;32.2;19;6.4
49329;Savennières;7.5;22.3;23.1;12.5
49330;Sceaux-d'Anjou;0;17.7;28.5;9.5
49331;Segré-en-Anjou Bleu;9.1;24;36.1;5
49332;La Séguinière;7.7;19.6;39.1;5.6
49333;Seiches-sur-le-Loir;11.6;19.6;41.9;5.6
49334;Sermaise;0;8.9;22.3;19.9
49336;Somloire;11.5;14.7;18.5;3.8
49338;Soulaines-sur-Aubance;19.7;16.2;19.3;16.7
49339;Soulaire-et-Bourg;8.3;21.6;44.5;0
49341;Souzay-Champigny;0;16.3;47.8;7.5
49343;La Tessoualle;7.3;17.6;31.7;16.6
49344;Thorigné-d'Anjou;11.3;32;22.6;3.9
49345;Bellevigne-en-Layon;8.5;23.4;26.9;8.2
49347;Tiercé;9.4;27.1;32.9;9
49352;Toutlemonde;3.3;21.7;27.2;16
49353;Trélazé;13.3;29.5;21.2;5.6
49355;Trémentines;5.1;19.7;30.9;8.7
49358;Turquant;1.3;29.1;40.7;12
49359;Les Ulmes;0;18.5;29.8;3.4
49361;Varennes-sur-Loire;3.8;30.7;35.1;9.5
49362;Varrains;3.1;29.5;37.9;6.1
49364;Vaudelnay;9.1;14.9;35.3;14.7
49367;Erdre-en-Anjou;3.7;25.7;24.3;12.8
49368;Vernantes;1.9;37.8;31.7;7
49369;Vernoil-le-Fourrier;4.8;32.6;27.2;16.7
49370;Verrie;0;57.5;23.1;0
49371;Vezins;5.4;21;41.4;8.1
49373;Lys-Haut-Layon;6.3;24;34.5;8.9
49374;Villebernier;5.6;12.9;36.8;19.6
49377;Rives-du-Loir-en-Anjou;5.5;21.5;32.8;13.8
49378;Vivy;7.3;24;38.9;9.2
49381;Yzernay;6.7;12.9;53.5;7
50002;Agneaux;9.5;27.8;29;6.5
50003;Agon-Coutainville;11.2;32.8;17.6;16.6
50004;Airel;8.3;24.6;8.3;8.3
50006;Amigny;0;39.7;30.3;30
50008;Anctoville-sur-Boscq;0;33.3;16.7;33.1
50013;Anneville-en-Saire;6.3;19.6;45.9;17.8
50016;Appeville;0;0;0;0
50019;Aucey-la-Plaine;8.2;8.6;9.1;28.1
50021;Audouville-la-Hubert;0;0;0;0
50022;Aumeville-Lestre;0;68.2;0;0
50023;Auvers;0;24.7;11.3;18.1
50024;Auxais;20;60;0;20
50025;Avranches;13;33.5;16.1;4.6
50026;Azeville;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50027;Bacilly;2.4;25.1;32.2;21.4
50028;La Baleine;0;0;33.3;66.7
50029;Barenton;8;30.5;26;13
50030;Barfleur;2.5;31;18.5;21.3
50031;Barneville-Carteret;7.2;39.9;23.4;9.7
50032;La Barre-de-Semilly;0;26;26.6;21.2
50033;Baubigny;0;0;0;50
50034;Baudre;9.7;43.1;20.2;9.6
50036;Baupte;11.5;3;63.4;0
50038;Beauchamps;4.7;14.3;24.2;28.2
50039;Beaucoudray;0;0;50;50
50040;Beauficel;0;16.5;17.4;0
50041;La Hague;15.8;15.9;22.2;2.2
50042;Beauvoir;6.6;24.6;28.6;17.8
50044;Belval;0;20;17.7;20.7
50045;Benoîtville;4.2;30;44.2;17.2
50046;Bérigny;0;0;29.9;0
50048;Beslon;0;7.6;7.8;30.8
50049;Besneville;0;25.2;18.4;18.8
50050;Beuvrigny;20.1;0;19.8;20.1
50052;Beuzeville-la-Bastille;7.5;54.7;11.9;14.8
50054;Biéville;0;33.3;0;66.7
50055;Biniville;0;0;0;0
50058;Blainville-sur-Mer;5.3;23.8;34.3;11.9
50059;Blosville;0;28.9;28.3;28.5
50060;La Bloutière;0;41.9;0;20.8
50062;Boisyvon;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50064;La Bonneville;0;16.6;17.1;16.6
50066;Jullouville;6.8;32.6;13.7;24.2
50069;Bourguenolles;6.3;15.8;43.9;6.8
50070;Boutteville;0;0;0;47
50072;Brainville;15.9;0;48.1;0
50074;Brécey;5.2;20.6;48.6;4.2
50076;Bréhal;12.7;29.9;24.9;10.2
50077;Bretteville;5.1;39.1;16.2;4.9
50078;Bretteville-sur-Ay;5.9;11.9;47.6;0
50079;Breuville;0;0;25.3;0
50081;Bréville-sur-Mer;5.6;30.3;25.6;25.4
50082;Bricquebec-en-Cotentin;6.4;33.5;18.6;13.5
50083;Bricquebosq;0;9.8;61;0
50084;Bricqueville-la-Blouette;0;39.9;20.3;29.8
50085;Bricqueville-sur-Mer;0;19.1;34.4;11.5
50086;Brillevast;0;15.2;28.2;0
50087;Brix;4.9;12.8;41.2;8.9
50088;Brouains;0;49.4;0;0
50090;Buais-Les-Monts;0;20.3;19.4;6.7
50092;Cambernon;0;37.8;12.4;12.7
50093;Cametours;0;14.1;15.8;13.8
50094;Camprond;0;13.1;29.1;30.6
50095;Canisy;5.6;21.8;30.6;14.4
50096;Canteloup;33.3;0;33.3;33.3
50097;Canville-la-Rocque;0;0;0;0
50098;Carantilly;0;8.6;58.6;9.7
50099;Carentan-les-Marais;7.2;28.2;37.2;5.4
50101;Carneville;0;51.9;21.4;0
50102;Carolles;5.8;28.2;9.5;22.7
50105;Catteville;0;0;33.4;31.8
50106;Cavigny;0;11.3;50.5;5.2
50108;Céaux;0;17.4;16.1;33.7
50109;Cérences;6.8;19.2;46.6;5.4
50110;Cerisy-la-Forêt;1.6;32.2;43.3;6.4
50111;Cerisy-la-Salle;4;27.9;23;16.6
50112;La Chaise-Baudouin;0;28.1;8.6;18.9
50115;Le Grippon;0;18.3;17.4;9.3
50117;Champeaux;10.7;11.2;44.4;0
50118;Champrepus;0;15.8;45.9;5.3
50120;Chanteloup;0;24.4;75.6;0
50121;La Chapelle-Cécelin;0;0;20;20.4
50124;La Chapelle-Urée;0;0;0;50
50126;Chavoy;0;19.5;0;0
50129;Cherbourg-en-Cotentin;15.9;30.5;20.1;3.7
50130;Chérencé-le-Héron;0;24.5;11;0
50135;Clitourps;0;0;100;0
50137;La Colombe;4.8;32.2;28.5;10.9
50138;Colomby;5.5;21.5;42.3;5.4
50139;Condé-sur-Vire;10.8;17.3;43.5;4.4
50142;Vicq-sur-Mer;4.5;40.5;17.9;23.3
50143;Coudeville-sur-Mer;2.8;14.7;42.3;6.1
50144;Coulouvray-Boisbenâtre;10.1;39.7;10.1;0
50145;Courcy;11.6;28.6;12.6;8.7
50146;Courtils;14.4;11.6;34.8;28.7
50147;Coutances;11.4;31.1;23.2;4.9
50148;Couvains;0;8.1;56.5;19.3
50149;Couville;9.5;29;25.9;9.7
50150;Crasville;0;26.4;15.1;0
50151;Créances;4.1;19.8;53.7;5.1
50152;Les Cresnays;0;18.4;44.6;0
50155;Crollon;16.5;16.9;0;49.9
50156;Crosville-sur-Douve;0;50;0;50
50158;Cuves;0;0;65.2;0
50159;Dangy;0;36.6;21.2;12.5
50161;Le Dézert;5.4;24.8;27.6;15.6
50162;Digosville;8.4;30.5;9.9;0
50164;Domjean;14.7;14.2;45.3;5
50165;Donville-les-Bains;15.3;31.2;19;10.3
50166;Doville;0;16.9;50.2;16.4
50167;Dragey-Ronthon;8.1;11.5;7.5;23.3
50168;Ducey-Les Chéris;10.6;17.6;43.3;5.3
50169;Écausseville;0;0;35;0
50172;Émondeville;0;50.1;17.1;0
50174;Équilly;0;33.5;33.1;0
50175;Éroudeville;0;15.9;68.1;15.9
50176;L'Étang-Bertrand;0;33.1;50.5;0
50177;Étienville;0;42.3;0;11.3
50178;Fermanville;9.1;45.5;13.9;9.2
50181;Feugères;0;28.9;21.9;0
50182;La Feuillie;0;60.3;19.8;19.9
50183;Fierville-les-Mines;0;0;19.7;20.1
50184;Flamanville;20.9;12.4;27.6;1
50185;Fleury;9.5;19.2;34.9;14.1
50186;Flottemanville;0;0;54.5;0
50188;Folligny;0;20.3;24.1;30.4
50190;Fontenay-sur-Mer;0;33.8;17.9;0
50192;Fourneaux;0;0;0;0
50193;Le Fresne-Poret;0;27.4;0;28
50194;Fresville;0;100;0;0
50195;Gathemo;0;0;0;61.5
50196;Gatteville-le-Phare;12.3;7.2;46.2;3.4
50197;Gavray-sur-Sienne;8.7;20.1;30.1;11.7
50198;Geffosses;5.3;15.5;10.7;10.5
50199;Genêts;8.3;24.7;33.8;16.6
50200;Ger;8.7;17.6;20.4;28.2
50205;La Godefroy;0;50.3;0;0
50207;Golleville;0;0;26.7;24.4
50208;Gonfreville;22.7;8.4;39.6;0
50209;Gonneville-Le Theil;2.5;36.9;33.3;7.5
50210;Gorges;7.4;0;29.3;7.6
50214;Gouvets;0;10.2;42.9;16.7
50215;Gouville-sur-Mer;5.9;23;27.9;17.6
50216;Graignes-Mesnil-Angot;6.6;16.9;47.2;3.3
50217;Le Grand-Celland;0;3.9;68;11.7
50218;Granville;9.5;34.9;20.4;7.7
50219;Gratot;0;6.6;53.2;26.9
50221;Grimesnil;0;0;0;0
50222;Grosville;0;25;15.9;16.3
50225;Le Guislain;0;0;48.7;0
50227;Le Ham;0;18.3;64;4.3
50228;Hambye;7.2;22.5;25.8;11.4
50229;Hamelin;0;24.5;0;50.1
50230;Hardinvast;5.3;32;30.4;8
50231;Hauteville-sur-Mer;6.4;19.7;31.5;9.3
50232;Hauteville-la-Guichard;0;0;72.2;0
50233;Hautteville-Bocage;25;25;25;25
50234;La Haye-Bellefond;0;18.8;39.3;0
50235;La Haye-d'Ectot;50.1;0;0;49.9
50236;La Haye;4.6;28.5;35.9;8.9
50237;La Haye-Pesnel;13.5;34.5;23.1;9.4
50238;Héauville;0;0;29.4;30
50239;Thèreval;3.1;16.3;42.5;10.7
50240;Helleville;0;0;18.9;0
50241;Hémevez;0;0;23.9;76.1
50243;Heugueville-sur-Sienne;0;13.8;38.4;12.3
50246;Hiesville;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50247;Hocquigny;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50251;Huberville;0;25.8;0;24.2
50252;Hudimesnil;8.7;21.5;13.1;17.8
50253;Huisnes-sur-Mer;9.9;0;20.3;49.4
50256;Isigny-le-Buat;5.5;14.7;40.9;10.4
50258;Joganville;0;20.4;18.2;40.9
50259;Juilley;4;4.8;77.9;1.1
50260;Juvigny les Vallées;4.9;18.4;36.4;8.8
50261;Lamberville;0;49.8;50.2;0
50262;La Lande-d'Airou;0;21.1;21;10.5
50263;Lapenty;0;33.5;0;0
50265;Laulne;0;0;49.5;16.8
50266;Lengronne;5.6;14.1;18.9;0
50267;Lessay;13.4;19.7;41.9;4.6
50268;Lestre;8.7;6.1;24;0
50269;Liesville-sur-Douve;0;25.9;26.2;11.7
50270;Lieusaint;12.1;11.6;36.4;11.6
50271;Lingeard;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50272;Tourneville-sur-Mer;5.8;31.3;24.9;12.3
50273;Montsenelle;3.6;22.9;28.4;14.7
50274;Les Loges-Marchis;0;30.5;39;8.5
50275;Les Loges-sur-Brécey;0;25;25;0
50276;Lolif;0;31.6;20.7;16
50277;Longueville;8.8;17;43.4;12
50278;Le Loreur;0;14;13.6;28.5
50279;Le Lorey;0;21.1;14.2;36
50281;La Lucerne-d'Outremer;3.9;18.7;23.8;15.4
50282;Le Luot;0;22.2;19.4;0
50283;La Luzerne;0;19.1;23.1;0
50285;Magneville;12;33.5;18.1;6
50288;Marcey-les-Grèves;6.1;29.8;25.5;14.2
50289;Marchésieux;6.6;23.5;27;6.3
50290;Marcilly;0;0;0;100
50291;Margueray;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50292;Marigny-Le-Lozon;11.7;23;31.3;12.8
50294;Martinvast;7.4;31.8;29.5;7.2
50295;Maupertuis;0;0;28.7;14.4
50296;Maupertus-sur-Mer;0;37.2;49.4;13.4
50297;La Meauffe;3.5;32.2;34.5;6.7
50298;Méautis;6.2;9.2;57.6;6
50299;Le Mesnil;35.6;0;28.8;35.6
50300;Le Mesnil-Adelée;0;14.4;28.3;0
50302;Le Mesnil-Amey;0;0;0;0
50304;Le Mesnil-Aubert;12.5;0;62.4;0
50305;Le Mesnil-au-Val;0;32.4;16.2;16.9
50310;Le Mesnil-Eury;32;24.9;18.2;24.9
50311;Le Mesnil-Garnier;0;15.6;23.5;15.3
50312;Le Mesnil-Gilbert;0;0;100;0
50315;Le Mesnillard;0;7.3;63.9;7.3
50317;Le Mesnil-Ozenne;0;52.6;0;0
50321;Le Mesnil-Rouxelin;0;33.3;13.2;13.2
50324;Le Mesnil-Véneron;0;33.3;16.7;16.7
50326;Le Mesnil-Villeman;0;24.7;26;24.5
50327;La Meurdraquière;0;0;0;0
50328;Millières;0;15.2;31.6;22.8
50332;Les Moitiers-d'Allonne;4.6;17.5;18.5;27.4
50334;Montabot;0;7.9;68.3;15.8
50335;Montaigu-la-Brisette;0;20.1;60.1;19.7
50336;Montaigu-les-Bois;0;0;66.5;33.5
50338;Montbray;6.9;6;30.3;23.2
50340;Montcuit;0;0;25;25
50341;Montebourg;4.4;32.2;41.3;5.3
50342;Montfarville;6.9;32.3;17.3;13.6
50345;Monthuchon;0;34.7;18.1;24.1
50347;Montjoie-Saint-Martin;0;0;100;0
50349;Montmartin-sur-Mer;17.4;41.9;17.8;10.3
50350;Montpinchon;0;29.8;20.2;10.6
50351;Montrabot;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50352;Montreuil-sur-Lozon;0;21.4;13.4;22.2
50353;Le Mont-Saint-Michel;7.1;44;22.3;1.9
50356;Moon-sur-Elle;6.1;24.8;31.3;19.3
50357;Morigny;0;55.6;0;44.4
50359;Mortain-Bocage;11;31.8;23;6.9
50360;Morville;0;38.6;39.9;0
50361;La Mouche;0;14.4;53.5;0
50362;Moulines;0;28.1;28.5;0
50363;Moyon Villages;6.1;13.5;50.9;4.9
50364;Muneville-le-Bingard;10.4;15.6;26.7;21.5
50365;Muneville-sur-Mer;7.1;15.8;39.1;9.7
50368;Nay;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50369;Négreville;0;29.1;23.4;14
50370;Néhou;0;23.1;53.9;7.7
50371;Le Neufbourg;7.6;38;28.3;9.6
50372;Neufmesnil;0;60.2;19.7;9.9
50373;Neuville-au-Plain;0;0;50.6;0
50374;Neuville-en-Beaumont;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50376;Nicorps;0;14.9;23.5;14.9
50378;Notre-Dame-de-Cenilly;0;16.1;25;16.1
50379;Notre-Dame-de-Livoye;33.3;0;0;0
50382;Nouainville;0;63.6;36.4;0
50384;Octeville-l'Avenel;8.1;7.2;19.4;28.6
50387;Orglandes;0;40.9;17.3;8.8
50388;Orval sur Sienne;4.5;20.2;38.8;20.6
50389;Ouville;7.3;28.6;22.1;13.8
50390;Ozeville;0;20.1;29.6;9.4
50391;Grandparigny;9.4;33.8;22.7;5.3
50393;Percy-en-Normandie;5.5;34;20.8;14
50394;Périers;4.1;39.1;28.3;6.6
50395;La Pernelle;0;19.8;50.2;7.3
50397;Perriers-en-Beauficel;24.9;0;50.1;0
50398;Le Perron;0;50.4;0;0
50399;Le Petit-Celland;0;20;20.8;0
50400;Picauville;3.8;39.7;21.5;6.3
50401;Pierreville;0;19.5;47;10
50402;Les Pieux;14.7;33.7;13;5.5
50403;Pirou;5.3;24.4;31.7;17.9
50405;Le Plessis-Lastelle;0;1.6;23.7;8.2
50407;Poilley;5.4;12.9;50.2;3.7
50408;Pontaubault;0;18;44.8;6.9
50409;Pont-Hébert;10.8;22;32.9;4.2
50410;Pontorson;6.1;38.6;16.4;8.9
50411;Ponts;9.8;24.1;38.6;5.9
50412;Port-Bail-sur-Mer;9.3;23.9;33.2;10
50413;Précey;10.7;34.4;11;10.2
50417;Quettehou;3.1;37.8;24.8;11.5
50419;Quettreville-sur-Sienne;5.2;21.4;32;15.9
50420;Quibou;0;16.2;62.8;19.7
50421;Quinéville;15.4;27.5;0;43.2
50422;Raids;0;0;21;19.8
50423;Rampan;0;40;39.7;0
50425;Rauville-la-Bigot;0;33.8;20.4;16.4
50426;Rauville-la-Place;23.5;23.9;52.6;0
50428;Reffuveille;4;28.4;39.9;8
50429;Regnéville-sur-Mer;13;9.3;19.3;27.7
50430;Reigneville-Bocage;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
50431;Remilly Les Marais;7.9;6.3;51.2;6.2
50433;Réville;4.3;13.9;42.4;23.5
50435;Rocheville;8.1;22.7;14.8;38.6
50436;Romagny Fontenay;8.1;5.5;47.4;2.4
50437;Roncey;1;17.5;46.6;10.6
50442;Le Rozel;0;22.8;10;43.9
50443;Sacey;0;25.1;37.5;0
50444;Saint-Amand-Villages;4.6;31.7;41.6;1.5
50445;Saint-André-de-Bohon;0;50.5;16.3;0
50446;Saint-André-de-l'Épine;9.5;19.3;40;2.3
50447;Saint-Aubin-des-Préaux;0;17.4;18.1;35.7
50448;Saint-Aubin-de-Terregatte;4.6;21.9;30.4;13
50450;Saint-Barthélemy;0;32.8;0;16.4
50451;Saint-Brice;65.9;0;34.1;0
50452;Saint-Brice-de-Landelles;0;6.4;31.3;12.4
50453;Sainte-Cécile;5.3;11.9;56.7;7
50454;Saint-Christophe-du-Foc;0;48.6;0;51.4
50455;Saint-Clair-sur-l'Elle;9.7;25;22.4;16.6
50456;Saint-Clément-Rancoudray;0;12.6;37.3;0
50457;Sainte-Colombe;0;0;43;0
50461;Saint-Cyr;0;20;0;0
50462;Saint-Cyr-du-Bailleul;0;0;9.8;0
50463;Saint-Denis-le-Gast;8.3;8.3;24.9;16.6
50464;Saint-Denis-le-Vêtu;16.4;22.4;11;12.5
50467;Saint-Floxel;0;34;0;0
50468;Saint-Fromond;11.9;10.8;20.9;2.7
50469;Sainte-Geneviève;5.4;9.9;65.5;2.5
50471;Saint-Georges-de-la-Rivière;18.3;0;17;0
50472;Saint-Georges-de-Livoye;0;25;0;0
50473;Saint-Georges-d'Elle;0;25.7;0;0
50474;Saint-Georges-de-Rouelley;2.4;24.7;34.3;4.9
50475;Saint-Georges-Montcocq;1.4;21.9;36.4;15.6
50476;Saint-Germain-d'Elle;25;0;0;25
50478;Saint-Germain-de-Tournebut;0;40.2;39.7;20
50479;Saint-Germain-de-Varreville;0;33.5;0;0
50480;Saint-Germain-le-Gaillard;6.6;33.4;40.2;13.1
50481;Saint-Germain-sur-Ay;0;14.6;50.1;5.9
50482;Saint-Germain-sur-Sèves;0;0;33.3;33.3
50483;Saint-Gilles;1.7;26;32.2;16.7
50484;Saint-Hilaire-du-Harcouët;10;29.1;27.8;8
50486;Saint-Jacques-de-Néhou;0;9.1;9.2;36.3
50487;Saint-James;5.9;33;31.4;4.4
50488;Saint-Jean-de-Daye;25.6;24.3;28.3;4.5
50489;Saint-Jean-de-la-Haize;0;18.1;18.2;11.7
50490;Saint-Jean-de-la-Rivière;54.2;9.6;11.1;15.8
50491;Saint-Jean-de-Savigny;0;20.9;40.2;10.9
50492;Saint-Jean-d'Elle;3.1;26.4;18.5;15.9
50493;Saint-Jean-des-Champs;10.6;21.3;17.7;21.5
50495;Saint-Jean-du-Corail-des-Bois;0;0;33.5;16.6
50496;Saint-Jean-le-Thomas;0;26.2;42.6;6.2
50498;Saint-Joseph;0;23.5;45.6;3.9
50499;Saint-Laurent-de-Cuves;4.9;10.1;47.9;10.1
50500;Saint-Laurent-de-Terregatte;11;22.6;21.7;11
50502;Saint-Lô;15.2;32.6;16.4;3.9
50504;Saint-Louet-sur-Vire;0;0;20.4;0
50505;Saint-Loup;0;0;11.9;36.9
50506;Saint-Malo-de-la-Lande;13.9;14.5;0;14.5
50507;Saint-Marcouf;0;18.7;18.4;37.5
50509;Sainte-Marie-du-Mont;7.3;21.8;27.1;14.5
50510;Saint-Martin-d'Aubigny;0;46.2;6.6;6.6
50511;Saint-Martin-d'Audouville;0;0;36.5;31.8
50512;Saint-Martin-de-Bonfossé;0;26.3;16;0
50513;Saint-Martin-de-Cenilly;0;0;17.2;16.5
50514;Chaulieu;32.4;0;24.3;0
50517;Saint-Martin-de-Varreville;0;33.9;49.2;0
50518;Saint-Martin-le-Bouillant;7.7;23.5;27.1;11.2
50519;Saint-Martin-le-Gréard;0;19.4;4.5;37.2
50521;Saint-Maur-des-Bois;0;0;0;49.8
50522;Saint-Maurice-en-Cotentin;0;25.3;58.8;8.3
50523;Sainte-Mère-Église;8.9;27.3;30.8;8.1
50525;Saint-Michel-de-Montjoie;12.2;0;11.9;0
50528;Saint-Nicolas-de-Pierrepont;0;16.6;16.4;33.9
50529;Saint-Nicolas-des-Bois;0;18.8;29.9;25.7
50531;Saint-Ovin;6.7;13.1;26.5;7.1
50532;Saint-Pair-sur-Mer;12.9;25;34.2;9.2
50533;Saint-Patrice-de-Claids;0;7.7;54.3;0
50535;Le Parc;3.5;15;40.4;14.7
50536;Saint-Pierre-d'Arthéglise;0;0;100;0
50537;Saint-Pierre-de-Coutances;12.1;13;21.6;9.3
50538;Saint-Pierre-de-Semilly;8.8;28.1;0;29.9
50539;Saint-Pierre-Église;10.3;35.7;15.2;12.7
50540;Saint-Pierre-Langers;3.5;31.9;21.7;12.3
50541;Saint-Planchers;0;35.4;18.4;14.2
50542;Saint-Pois;7.4;27.2;19.1;19.1
50543;Saint-Quentin-sur-le-Homme;11.7;24.8;36.2;6.2
50546;Bourgvallées;6.1;10.7;35.3;12.4
50548;Saint-Sauveur-de-Pierrepont;0;0;17.2;16.6
50549;Saint-Sauveur-la-Pommeraye;32.7;0;33.7;33.5
50550;Saint-Sauveur-Villages;5.4;27.3;18;8.4
50551;Saint-Sauveur-le-Vicomte;7.6;35.2;23.5;7.6
50552;Saint-Sébastien-de-Raids;5.7;17.1;47.3;5.9
50553;Saint-Senier-de-Beuvron;0;31.7;24.1;31.5
50554;Saint-Senier-sous-Avranches;5.1;18.6;40.7;7.1
50556;Sainte-Suzanne-sur-Vire;0;39.8;0;0
50562;Saint-Vaast-la-Hougue;9.3;27.9;33.3;10.2
50563;Saint-Vigor-des-Monts;0;12.6;37.7;9.8
50564;Terre-et-Marais;2.3;17.7;39.2;15.9
50565;Sartilly-Baie-Bocage;8.2;30.8;28.6;4.3
50567;Saussemesnil;7.2;51.1;0;19.9
50568;Saussey;0;15.6;43.2;13
50569;Savigny;0;0;17.4;17
50570;Savigny-le-Vieux;0;6.3;31.6;12.7
50571;Sébeville;0;0;50.5;0
50572;Sénoville;20.1;0;39.6;0
50574;Servon;0;22.2;10.8;32.5
50575;Sideville;14.1;20.6;33.3;9.3
50576;Siouville-Hague;6;45.3;9.4;5.8
50577;Sortosville-en-Beaumont;0;37.2;46.8;16
50578;Sortosville;23.5;51.4;25.1;0
50579;Sottevast;3.8;13.4;54.9;5.9
50580;Sotteville;6.8;36.8;31.5;0
50582;Sourdeval;5.4;37;26.8;13.5
50584;Subligny;0;0;57.2;29.7
50585;Surtainville;2.7;13.2;49.4;8.1
50587;Taillepied;0;0;0;0
50588;Tamerville;8.5;8.3;16.9;0
50589;Tanis;0;0;29.8;23.7
50590;Le Tanu;0;23.9;14.5;15
50591;Le Teilleul;5.9;22.3;28.4;9.2
50592;Tessy-Bocage;10.5;21.4;33.1;12.2
50593;Teurthéville-Bocage;0;13.3;33.6;0
50594;Teurthéville-Hague;0;16.3;13.8;8.2
50596;Théville;0;21.6;59.5;0
50597;Tirepied-sur-Sée;2.9;20.4;26;10.8
50598;Tocqueville;9.4;13.4;60.6;9.2
50599;Tollevast;6.4;40.7;16.8;9.4
